class,client_1,client_2,client_3
benign,40.62656738300089,25.875732592856526,29.36255646645474
bruteForce,59.37343261699911,0.0,0.0
ddos_tcp_ddos,0.0,55.3305729275455,0.0
pfcp_session_deletion,0.0,18.79369447959798,21.326194858067034
pfcp_session_establishment,0.0,0.0,10.57944342200658
pfcp_session_modification,0.0,0.0,38.73180525347164
