,benign,bruteForce,ddos_tcp_ddos,pfcp_session_deletion,pfcp_session_establishment,pfcp_session_modification
benign,4201,7,0,4,0,0
bruteForce,158,5986,11,1,0,0
ddos_tcp_ddos,0,0,0,0,0,0
pfcp_session_deletion,0,0,0,0,0,0
pfcp_session_establishment,0,0,0,0,0,0
pfcp_session_modification,0,0,0,0,0,0
