client,label,precision,recall,f1,support
client_3,benign,0.9839243498817967,0.9881291547958214,0.986022269604359,4212
client_3,bruteForce,0.0,0.0,0.0,0
client_3,ddos_tcp_ddos,0.0,0.0,0.0,0
client_3,pfcp_session_deletion,0.6200906344410876,0.8051650866296175,0.7006115773005263,3059
client_3,pfcp_session_establishment,0.4667297382529171,0.9749670619235836,0.6312646619748348,1518
client_3,pfcp_session_modification,1.0,0.5327573794096472,0.6951620479098167,5556
