round,macro_f1_weighted,macro_precision_weighted,macro_recall_weighted
1,0.5257029125129139,0.6608131254746072,0.601900041257597
2,0.5671237082795012,0.6110922287828655,0.6621346185251292
3,0.5720564115733562,0.6735856114969742,0.6653904503811755
4,0.6327076213824417,0.6793990706335004,0.7068813896969139
5,0.6877045731424221,0.7130439612109615,0.7282181328372208
6,0.6887117544210426,0.7144414676505992,0.7280518751080176
7,0.7002900696625697,0.7300538630072806,0.7273363419250044
8,0.7113136398289231,0.8674078825266656,0.7375288581469956
9,0.7669146236988456,0.8574213940742701,0.7778449269588967
10,0.7518373731621768,0.8466051467917618,0.7643970344676811
11,0.8382670371723282,0.8660807153325114,0.8452912478010072
12,0.851715355717768,0.8667239790073323,0.8658287121436874
13,0.8477014754097593,0.8632921585824326,0.8626923390704839
14,0.8481260397548656,0.8633662460812975,0.8631781218765625
15,0.8489572327448233,0.863252546030395,0.8647779713569699
16,0.860373013975849,0.8673753457994927,0.8817004465204173
17,0.860809231576439,0.8639734895775214,0.8921261436832617
18,0.8671068849895878,0.8701659204377296,0.8973980662074595
19,0.868871999049191,0.8720278047988266,0.8986847944050188
20,0.871912135294138,0.8750049902435628,0.9007838407427882
21,0.8730364176394947,0.8763856734214848,0.9015537995845637
22,0.8737691778473451,0.8767998535556022,0.9024288059392244
23,0.8750735689981594,0.8777417470460982,0.904287854336799
24,0.8755335533294716,0.8780885032988229,0.9050527519397551
25,0.906215870763902,0.907398303941792,0.9266711927112096
26,0.9061086208392781,0.9073211522852851,0.9268752961307426
27,0.9043062089900162,0.9056619675409634,0.9245097912140053
28,0.9036075094647174,0.9049294664939518,0.9240787123397263
29,0.9044574279127076,0.9057802813750446,0.9248497429539789
30,0.9044556974046994,0.9059820824987642,0.9248243039340229
31,0.9058437134772042,0.9064028294066512,0.926213525057774
32,0.907853669015661,0.9084197990991497,0.92868338093029
33,0.9076911422345458,0.9083625121949999,0.9285686950988927
34,0.9096506948629661,0.910399995647447,0.9299758604093774
35,0.9101971192313805,0.9130220309239243,0.9294645682343963
36,0.9078217263871822,0.9097929654056476,0.9283635815369305
37,0.9069099933008382,0.9088566390447259,0.9279677273173975
38,0.9077361411363236,0.9094875059351971,0.9294942198006432
39,0.9069623184998105,0.9081566638821246,0.9292180891377044
40,0.8766541738087392,0.8781136650922587,0.9080720926736305
41,0.8779563095304014,0.8795372205035844,0.9095435831673817
42,0.8788536242503429,0.8803032602810181,0.910182830563088
43,0.8779381778418982,0.8804275351716098,0.9095620967894993
44,0.8789916640479104,0.8815151174270258,0.9103954503977021
45,0.8801672787742649,0.8829967354053838,0.911708552024402
46,0.8805892577067802,0.8835239650306674,0.9122088684716001
47,0.8803241716231925,0.8833302632024415,0.9120168097943188
48,0.8811887344765915,0.884021322455729,0.9127865442688998
49,0.8809196909899765,0.8836016563957599,0.9124491515504659
50,0.8807817209881031,0.8834338253950971,0.9122926363287426
