class,support,precision,recall,f1
benign,12636,0.9006498194945849,0.9871794871794872,0.9419315864985276
bruteForce,6156,0.997995657257391,0.9705977907732294,0.9841060693403607
ddos_tcp_ddos,9007,0.9833519691887191,0.878760963694904,0.9281191369606004
pfcp_session_deletion,6118,0.7812365514273418,0.8901601830663616,0.8321491328596531
pfcp_session_establishment,1518,0.46628859483301827,0.9749670619235836,0.6308610400682012
pfcp_session_modification,5556,1.0,0.5327573794096472,0.6951620479098167
