class,support,precision,recall,f1
benign,12636,0.49366391184573005,0.9218106995884774,0.6429852888410478
bruteForce,6156,0.0,0.0,0.0
ddos_tcp_ddos,9007,0.9956140350877193,0.1008104807372044,0.18308297207379776
pfcp_session_deletion,6118,0.3569503779165297,0.8877084014383786,0.5091642056907139
pfcp_session_establishment,1518,0.0,0.0,0.0
pfcp_session_modification,5556,0.39164696611505123,0.0894528437724982,0.14564102564102566
