round,macro_f1_weighted,macro_precision_weighted,macro_recall_weighted
1,0.57193494563562,0.5842476504219399,0.6260930715668004
2,0.5042247560431891,0.46360229538464437,0.6279181453853331
3,0.4869413974643791,0.4537082448756451,0.6188589248540122
