class,support,precision,recall,f1
benign,12636,0.777547770700637,0.7728711617600507,0.7752024130814416
bruteForce,6156,0.6357664233576642,0.2829759584145549,0.391636690647482
ddos_tcp_ddos,9007,0.0,0.0,0.0
pfcp_session_deletion,6118,0.2886380737396539,0.9405034324942791,0.44171496564695045
pfcp_session_establishment,1518,0.0,0.0,0.0
pfcp_session_modification,5556,0.13543663935854977,0.1398488120950324,0.13760736739573187
