id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,udps.heartbeat_request_counter,udps.heartbeat_response_counter,udps.pfd_management_request_counter,udps.pfd_management_response_counter,udps.association_setup_request_counter,udps.association_setup_response_counter,udps.association_update_request_counter,udps.association_update_response_counter,udps.association_release_request_counter,udps.association_release_response_counter,udps.version_not_supported_response_counter,udps.node_report_request_counter,udps.node_report_response_counter,udps.session_set_deletion_request_counter,udps.session_set_deletion_response_counter,udps.session_establishment_request_counter,udps.session_establishment_response_counter,udps.session_modification_request_counter,udps.session_modification_response_counter,udps.session_deletion_request_counter,udps.session_deletion_response_counter,udps.session_report_request_counter,udps.session_report_response_counter
355,0,10.100.200.3,12:91:17:3c:15:05,12:91:17,60732,1.1.1.1,9a:a4:27:0c:59:ae,9a:a4:27,33465,17,4,0,0,1759254688633,1759254688633,0,1,74,1759254688633,1759254688633,0,1,74,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0,10.100.200.3,12:91:17:3c:15:05,12:91:17,40692,1.1.1.1,9a:a4:27:0c:59:ae,9a:a4:27,33466,17,4,0,0,1759254688748,1759254688748,0,1,74,1759254688748,1759254688748,0,1,74,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,0,10.70.0.7,12:d7:cc:8b:fc:ac,12:d7:cc,53326,1.1.1.1,12:91:17:3c:15:05,12:91:17,33447,17,4,0,1,1759254688429,1759254688429,0,1,118,1759254688429,1759254688429,0,1,118,0,0,0,0,0,118,118.0,0.0,118,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,0,10.100.200.3,12:91:17:3c:15:05,12:91:17,32926,1.1.1.1,9a:a4:27:0c:59:ae,9a:a4:27,33466,17,4,0,0,1759254688633,1759254688633,0,1,74,1759254688633,1759254688633,0,1,74,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,0,10.100.200.3,12:91:17:3c:15:05,12:91:17,58216,1.1.1.1,9a:a4:27:0c:59:ae,9a:a4:27,33466,17,4,0,0,1759254688805,1759254688805,0,1,74,1759254688805,1759254688805,0,1,74,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0,10.70.0.7,12:d7:cc:8b:fc:ac,12:d7:cc,52475,1.1.1.1,12:91:17:3c:15:05,12:91:17,33448,17,4,0,1,1759254688429,1759254688429,0,1,118,1759254688429,1759254688429,0,1,118,0,0,0,0,0,118,118.0,0.0,118,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,0,10.100.200.3,12:91:17:3c:15:05,12:91:17,41095,1.1.1.1,9a:a4:27:0c:59:ae,9a:a4:27,33466,17,4,0,0,1759254688666,1759254688666,0,1,74,1759254688666,1759254688666,0,1,74,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,0,10.100.200.3,12:91:17:3c:15:05,12:91:17,56205,1.1.1.1,9a:a4:27:0c:59:ae,9a:a4:27,33469,17,4,0,0,1759254688806,1759254688806,0,1,74,1759254688806,1759254688806,0,1,74,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,0,192.168.8.17,12:91:17:3c:15:05,12:91:17,0,10.70.0.7,12:d7:cc:8b:fc:ac,12:d7:cc,0,1,4,0,1,1759254688429,1759254688429,0,1,146,1759254688429,1759254688429,0,1,146,0,0,0,0,0,146,146.0,0.0,146,146,146.0,0.0,146,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMP,Network,0,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,0,10.100.200.3,12:91:17:3c:15:05,12:91:17,54846,1.1.1.1,9a:a4:27:0c:59:ae,9a:a4:27,33469,17,4,0,0,1759254688678,1759254688678,0,1,74,1759254688678,1759254688678,0,1,74,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0,10.70.0.7,12:d7:cc:8b:fc:ac,12:d7:cc,59514,1.1.1.1,12:91:17:3c:15:05,12:91:17,33449,17,4,0,1,1759254688429,1759254688429,0,1,118,1759254688429,1759254688429,0,1,118,0,0,0,0,0,118,118.0,0.0,118,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,0,10.100.200.3,12:91:17:3c:15:05,12:91:17,48521,1.1.1.1,9a:a4:27:0c:59:ae,9a:a4:27,33468,17,4,0,0,1759254688712,1759254688712,0,1,74,1759254688712,1759254688712,0,1,74,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,0,192.168.41.45,12:91:17:3c:15:05,12:91:17,0,10.70.0.7,12:d7:cc:8b:fc:ac,12:d7:cc,0,1,4,0,1,1759254688429,1759254688430,1,3,342,1759254688429,1759254688430,1,3,342,0,0,0,0,0,114,114.0,0.0,114,114,114.0,0.0,114,0,0.0,0.0,0,0,0.5,0.7071067811865476,1,0,0.5,0.7071067811865476,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMP,Network,0,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,0,10.100.200.3,12:91:17:3c:15:05,12:91:17,42292,1.1.1.1,9a:a4:27:0c:59:ae,9a:a4:27,33470,17,4,0,0,1759254688715,1759254688715,0,1,74,1759254688715,1759254688715,0,1,74,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,0,10.70.0.4,12:d7:cc:8b:fc:ac,12:d7:cc,60543,1.1.1.1,12:91:17:3c:15:05,12:91:17,33434,17,4,0,1,1759254688430,1759254688430,0,1,118,1759254688430,1759254688430,0,1,118,0,0,0,0,0,118,118.0,0.0,118,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,10.100.200.3,12:91:17:3c:15:05,12:91:17,46955,1.1.1.1,9a:a4:27:0c:59:ae,9a:a4:27,33469,17,4,0,0,1759254688748,1759254688748,0,1,74,1759254688748,1759254688748,0,1,74,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,0,10.100.200.3,12:91:17:3c:15:05,12:91:17,0,10.70.0.4,12:d7:cc:8b:fc:ac,12:d7:cc,0,1,4,0,1,1759254688430,1759254688430,0,3,438,1759254688430,1759254688430,0,3,438,0,0,0,0,0,146,146.0,0.0,146,146,146.0,0.0,146,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMP,Network,0,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,0,10.70.0.1,12:d7:cc:8b:fc:ac,12:d7:cc,51046,1.1.1.1,12:91:17:3c:15:05,12:91:17,33434,17,4,0,1,1759254688430,1759254688430,0,1,118,1759254688430,1759254688430,0,1,118,0,0,0,0,0,118,118.0,0.0,118,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,0,103.232.241.2,12:91:17:3c:15:05,12:91:17,0,10.70.0.7,12:d7:cc:8b:fc:ac,12:d7:cc,0,1,4,0,1,1759254688430,1759254688453,23,3,342,1759254688430,1759254688453,23,3,342,0,0,0,0,0,114,114.0,0.0,114,114,114.0,0.0,114,0,0.0,0.0,0,0,11.5,16.263455967290593,23,0,11.5,16.263455967290593,23,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMP,Network,0,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,0,10.100.200.3,12:91:17:3c:15:05,12:91:17,0,10.70.0.1,12:d7:cc:8b:fc:ac,12:d7:cc,0,1,4,0,1,1759254688430,1759254688430,0,3,438,1759254688430,1759254688430,0,3,438,0,0,0,0,0,146,146.0,0.0,146,146,146.0,0.0,146,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMP,Network,0,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0,10.70.0.4,12:d7:cc:8b:fc:ac,12:d7:cc,35126,1.1.1.1,12:91:17:3c:15:05,12:91:17,33435,17,4,0,1,1759254688430,1759254688430,0,1,118,1759254688430,1759254688430,0,1,118,0,0,0,0,0,118,118.0,0.0,118,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,0,10.70.0.1,12:d7:cc:8b:fc:ac,12:d7:cc,45739,1.1.1.1,12:91:17:3c:15:05,12:91:17,33435,17,4,0,1,1759254688430,1759254688430,0,1,118,1759254688430,1759254688430,0,1,118,0,0,0,0,0,118,118.0,0.0,118,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,0,10.70.0.4,12:d7:cc:8b:fc:ac,12:d7:cc,58030,1.1.1.1,12:91:17:3c:15:05,12:91:17,33436,17,4,0,1,1759254688430,1759254688430,0,1,118,1759254688430,1759254688430,0,1,118,0,0,0,0,0,118,118.0,0.0,118,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0,10.70.0.1,12:d7:cc:8b:fc:ac,12:d7:cc,33071,1.1.1.1,12:91:17:3c:15:05,12:91:17,33436,17,4,0,1,1759254688430,1759254688430,0,1,118,1759254688430,1759254688430,0,1,118,0,0,0,0,0,118,118.0,0.0,118,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,0,10.70.0.4,12:d7:cc:8b:fc:ac,12:d7:cc,42746,1.1.1.1,12:91:17:3c:15:05,12:91:17,33437,17,4,0,1,1759254688430,1759254688430,0,1,118,1759254688430,1759254688430,0,1,118,0,0,0,0,0,118,118.0,0.0,118,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,0,10.70.0.1,12:d7:cc:8b:fc:ac,12:d7:cc,35002,1.1.1.1,12:91:17:3c:15:05,12:91:17,33437,17,4,0,1,1759254688430,1759254688430,0,1,118,1759254688430,1759254688430,0,1,118,0,0,0,0,0,118,118.0,0.0,118,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,10.70.0.4,12:d7:cc:8b:fc:ac,12:d7:cc,48606,1.1.1.1,12:91:17:3c:15:05,12:91:17,33438,17,4,0,1,1759254688430,1759254688430,0,1,118,1759254688430,1759254688430,0,1,118,0,0,0,0,0,118,118.0,0.0,118,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
