application_is_guessed,bidirectional_mean_piat_ms,bidirectional_min_piat_ms,bidirectional_min_ps,bidirectional_stddev_ps,dst2src_mean_piat_ms,dst2src_min_piat_ms,dst2src_stddev_piat_ms,dst2src_stddev_ps,fe_ack_rate_imbalance,fe_bidirectional_piat_burstiness,fe_dst2src_ack_rate,fe_dst2src_fin_rate,fe_dst2src_piat_burstiness,fe_dst2src_psh_rate,fe_dst2src_syn_rate,fe_fin_rate_bi,fe_packets_per_ms_bi,fe_psh_rate_bi,fe_session_del_req_per_packet,fe_session_del_req_resp_imbalance,fe_session_del_resp_per_packet,fe_session_est_req_per_packet,fe_session_mod_req_per_packet,fe_session_mod_req_resp_imbalance,fe_session_mod_resp_per_packet,fe_session_rep_req_per_packet,fe_session_rep_req_resp_imbalance,fe_session_rep_resp_per_packet,fe_src2dst_fin_rate,fe_src2dst_min_over_mean_ps,fe_src2dst_piat_burstiness,fe_src2dst_psh_rate,fe_src2dst_rst_rate,fe_syn_rate_bi,ip_version,protocol,src2dst_duration_ms,src2dst_min_ps,src2dst_stddev_ps
0.041623363865240064,-0.003538580050392604,0.0008688618404058943,-0.05853103373432531,-0.014760848159951687,0.00723954460716672,2.965644534144718e-05,-0.0016747771522828453,-0.00989475540484169,0.12970873429539748,0.020579143346403723,0.030500184489201276,0.004576002108224211,0.00010852293377478348,0.00013715981239719493,3.102666565349014e-05,0.0013657142818842005,0.03968580392122801,-1.0015709059590927e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004142323176243618,0.0011974539574501817,1.057946256228475e-05,0.0010558239786600215,0.07762263139526891,-0.003966830138067193,5.695868815693997e-05,-4.870550972971685e-07,-0.004641424525595668,0.0,0.03485990124122639,0.007617272522766136,-0.022255895514413798,0.032344838773299536
-0.024221740545559624,-0.12594546611699814,-1.8160707416633904e-05,0.021594444945336085,0.006415375112982533,-0.00849413977531598,-0.0003473360091447858,0.0025254908243961325,-0.019159830195647088,-0.14383163975893343,-0.03096386075305344,-0.011424165382951048,-0.0015102560881089715,-0.00019265039077852767,-3.924427673214889e-05,-8.989886317323276e-07,-0.001703282041530353,-0.01727034741713234,0.00010734073238966087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010939622550035525,-0.0013391398628418581,6.6747678543582616e-06,-0.004376714416232787,-0.06837392676655447,-0.024423331572977405,1.6245299676820115e-06,5.902592403987066e-08,0.0007945979220004386,0.0,-0.04344581354294498,-0.015208680268375687,0.017079354088418087,-0.015877290404992438
-0.0025367115329429668,0.027962646722821487,-8.3435766961077e-05,0.016167024036473347,0.0025320705466432697,0.0029980760074890603,0.0002173199158694059,-0.003815515572034914,0.005473197489542221,0.00847897549700288,-0.00016999251308479613,-0.01376838384932256,-0.001700026504439719,7.228662277259617e-05,-4.4212288587176796e-05,-7.086011333012551e-06,-5.670164039428301e-05,-0.013998718444133421,-3.532382872154134e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023243503321595063,0.0014715704965614508,6.707993868198694e-07,0.002219794773415452,-0.010130813357241817,0.02505920700780615,2.630453764805362e-05,3.954029775102484e-08,0.0033375563031799583,0.0,0.007510943158582086,0.00641372803329872,-0.0007968917890906287,-0.008544522233233752
-0.0021819225445489578,0.0188364899615024,-0.0014188673639168995,0.00467606605177809,0.002511375821427131,-0.00016009614940663543,1.1833554287607102e-05,-0.00092684659777039,0.006079945288577827,0.0005240312469524745,0.0008108291772749665,-0.001089225903112624,-3.3354396192300856e-05,5.3096817577871595e-06,-1.6701364879188846e-05,-5.022175572706287e-06,-0.00013229171747396962,-0.001738412224714227,1.0756608175639564e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.549034092758211e-05,-0.00010496170620155822,1.2269837316126363e-06,0.0004483314566316974,0.0009605960692200939,-3.183273426110057e-05,1.4452396455583631e-05,5.3413224187706023e-08,9.306209419608127e-05,0.0,7.815977649726698e-05,0.0019089817828020464,-0.00021441130681712403,-0.0043635214869240015
-0.012010631544181307,0.07858480750366184,0.0008961029418308902,0.01394032059187254,0.002247929473614563,-0.001234416559648283,8.526572147924903e-05,0.004080149125386608,0.014777124695243369,0.0066969046802861495,0.009246923912201693,-0.0038207010055329076,-0.0013457575002834756,5.760541379606361e-06,-3.065155358439264e-05,-1.678454283231119e-05,0.0005835081448535908,-0.0053378947475916025,-7.353975282512578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017460530629401564,-0.001167491937536498,-1.9519296672246083e-05,0.0005311559800651643,3.6779305889218396e-05,0.004071636905653236,-0.00010096530234466435,3.125061351283859e-07,0.0003470785791756399,0.0,0.001224645009521342,-0.0014076329004780942,0.005918128048497992,-0.0005119056251766356
-0.0006723523489937965,0.004100102565367913,-0.0002445007459911098,0.0021531865677585017,0.0010540963332293504,-0.00034896700273844266,3.2619870866516278e-06,-0.00018849951589902203,0.002724318903139579,-0.0015770072222531333,0.0004969598544783529,-0.0003976898992511699,1.3407890709099919e-05,7.732146385400578e-07,-6.3501625925218685e-06,-1.235112530229546e-06,-5.695113488659039e-05,-0.001340429625626751,7.827813363662813e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9178426833847413e-05,-5.743061576727843e-05,3.6763617182642036e-07,0.0001216168721867813,-0.00011526285106854224,-0.0007088452743391598,1.6262740316656772e-06,2.2615634531268436e-08,6.9130383531633e-05,0.0,-0.00022783032319593051,0.0006763439153897917,0.0002697148136525926,-0.003047597008901654
